日期,台股市值,台股成本,台股損益,台股損益率,美股(TWD) 市值,美股(TWD) 成本,美股(TWD) 損益,美股(TWD) 損益率,美股(USD) 市值,美股(USD) 成本,美股(USD) 損益,美股(USD) 損益率,總市值,總成本,總損益,總損益率,,,,,,,,,,,,,,
2025/09/09,259763,224329,35434,15.80%,1277141.979,1197325.363,79816.61637,6.67%,42082.12447,36623.25177,5458.872698,14.91%,1536905.179,1421654.183,115250.9964,8.11%,,,,,,,,,,,,,,
2025/09/10,262283,224329,37954,16.92%,1289195.833,1197325.363,91870.47027,7.67%,42454.13405,36623.25177,5830.882286,15.92%,1551478.783,1421654.183,129824.6003,9.13%,,,,,,,,,,,,,,
2025/09/11,267157,224329,42828,19.09%,1296157.634,1197325.363,98832.27175,8.25%,42835.44183,36623.25177,6212.190063,16.96%,1563314.734,1421654.183,141660.5518,9.96%,,,,,,,,,,,,,,
2025/09/12,269480,224329,45151,20.13%,1332262.984,1197325.363,134937.6212,11.27%,43961.68082,36623.25177,7338.429048,20.04%,1601742.484,1421654.183,180088.3012,12.67%,,,,,,,,,,,,,,
2025/09/15,272044,224329,47715,21.27%,1373469.213,1197325.363,176143.8506,14.71%,45329.16654,36623.25177,8705.914772,23.77%,1645513.063,1421654.183,223858.8806,15.75%,,,,,,,,,,,,,,
2025/09/16,272120,224329,47791,21.30%,1398297.984,1197325.363,200972.6213,16.79%,46283.03403,36623.25177,9659.782262,26.38%,1670418.284,1421654.183,248764.1013,17.50%,,,,,,,,,,,,,,
2025/09/18,273712,224329,49383,22.01%,1413031.882,1197325.363,215706.519,18.02%,46955.36024,36623.25177,10332.10847,28.21%,1686743.732,1421654.183,265089.549,18.65%,,,,,,,,,,,,,,
2025/09/19,276598,224329,52269,23.30%,1411473.133,1197325.363,214147.7699,17.89%,46845.18421,36623.25177,10221.93244,27.91%,1688071.033,1421654.183,266416.8499,18.74%,,,,,,,,,,,,,,
2025/09/22,276875,224329,52546,23.42%,1434191.955,1197325.363,236866.5919,19.78%,47408.17597,36623.25177,10784.9242,29.45%,1711067.255,1421654.183,289413.0719,20.36%,,,,,,,,,,,,,,
2025/09/23,278870,224329,54541,24.31%,1446913.037,1197325.363,249587.6745,20.85%,47865.06458,36623.25177,11241.81281,30.70%,1725782.887,1421654.183,304128.7045,21.39%,,,,,,,,,,,,,,
2025/09/24,283782,224329,59453,26.50%,1422255.301,1197325.363,224929.9388,18.79%,46968.88613,36623.25177,10345.63436,28.25%,1706036.801,1421654.183,284382.6188,20.00%,,,,,,,,,,,,,,
2025/09/25,283517,224329,59188,26.38%,1452072.274,1197325.363,254746.9113,21.28%,47791.00919,36623.25177,11167.75742,30.49%,1735589.174,1421654.183,313934.9913,22.08%,,,,,,,,,,,,,,
2025/09/26,282588,224329,58259,25.97%,1423814.339,1197325.363,226488.9768,18.92%,46569.90614,36623.25177,9946.654375,27.16%,1706402.039,1421654.183,284747.8568,20.03%,,,,,,,,,,,,,,
2025/09/29,278152,224329,53823,23.99%,1449083.863,1197325.363,251758.5002,21.03%,47544.46127,36623.25177,10921.2095,29.82%,1727235.713,1421654.183,305581.5302,21.49%,,,,,,,,,,,,,,
2025/09/30,278152,224329,53823,23.99%,1459035.507,1197325.363,261710.1448,21.86%,47880.73057,36623.25177,11257.4788,30.74%,1737187.357,1421654.183,315533.1748,22.19%,,,,,,,,,,,,,,
2025/10/01,280829,224329,56500,25.19%,1491209.895,1230701.629,260508.2659,21.17%,48961.16294,37640.05177,11321.11117,30.08%,1772038.695,1455030.449,317008.2459,21.79%,,,,,,,,,,,,,,
2025/10/02,282159,224329,57830,25.78%,1508015.279,1230701.629,277313.6501,22.53%,49491.96679,37640.05177,11851.91503,31.49%,1790174.029,1455030.449,335143.5801,23.03%,,,,,,,,,,,,,,
2025/10/03,287384,224329,63055,28.11%,1474264.121,1230701.629,243562.4925,19.79%,48372.05428,37640.05177,10732.00251,28.51%,1761648.171,1455030.449,306617.7225,21.07%,,,,,,,,,,,,,,
2025/10/04,291399,224329,67070,29.90%,1456302.708,1228415.363,227887.3455,18.55%,47918.0925,37640.05177,10278.04073,27.31%,1747701.908,1452744.183,294957.7255,20.30%,,,,,,,,,,,,,,
2025/10/07,299021,224329,74692,33.30%,1508373.791,1232093.1,276280.691,22.42%,49536.89851,37749.61837,11787.28015,31.22%,1807394.791,1456421.92,350972.871,24.10%,,,,,,,,,,,,,,
2025/10/08,299021,224329,74692,33.30%,1480801.61,1232093.1,248708.5097,20.19%,48443.97804,37749.61837,10694.35967,28.33%,1779822.61,1456421.92,323400.6897,22.21%,,,,,,,,,,,,,,
2025/10/09,296466,224329,72137,32.16%,1493591.36,1237653.74,255937.6201,20.68%,48905.90929,37919.00837,10986.90093,28.97%,1790057.26,1461982.56,328074.7001,22.44%,,,,,,,,,,,,,,
2025/10/11,298690,224329,74361,33.15%,1427647.583,1237653.74,189993.8431,15.35%,46685.97473,37919.00837,8766.966366,23.12%,1726337.583,1461982.56,264355.0231,18.08%,,,,,,,,,,,,,,
2025/10/12,298690,224329,74361,33.15%,1427647.583,1237653.74,189993.8431,15.35%,46685.97473,37919.00837,8766.966366,23.12%,1726337.583,1461982.56,264355.0231,18.08%,,,,,,,,,,,,,,
2025/10/13,298690,224329,74361,33.15%,1433196.026,1237653.74,195542.2861,15.80%,46683.90965,37919.00837,8764.901287,23.11%,1731886.026,1461982.56,269903.4661,18.46%,,,,,,,,,,,,,,
2025/10/16,299457,224329,75128,33.49%,1438968.124,1200345.74,238622.3833,19.88%,47006.82165,36655.75377,10351.06788,28.24%,1738424.874,1424674.56,313750.3133,22.02%,,,,,,,,,,,,,,
2025/10/17,305014,224329,80685,35.97%,1424602.753,1200345.74,224257.0127,18.68%,46519.63355,36655.75377,9863.879784,26.91%,1729617.053,1424674.56,304942.4927,21.40%,,,,,,,,,,,,,,
2025/10/20,299380,240416,58964,24.53%,1440970.323,1200345.74,240624.583,20.05%,47027.82967,36655.75377,10372.0759,28.30%,1740350.223,1440761.56,299588.663,20.79%,,,,,,,,,,,,,,
2025/10/21,305100,240416,64684,26.90%,1464357.299,1200345.74,264011.5591,21.99%,47774.40906,36655.75377,11118.65529,30.33%,1769456.899,1440761.56,328695.3391,22.81%,,,,,,,,,,,,,,
2025/10/22,302527,240416,62111,25.83%,1440069.921,1200345.74,239724.1811,19.97%,46862.02091,36655.75377,10206.26714,27.84%,1742596.971,1440761.56,301835.4111,20.95%,,,,,,,,,,,,,,
2025/10/23,302527,240416,62111,25.83%,1445331.274,1200345.74,244985.5332,20.41%,46987.3626,36655.75377,10331.60883,28.19%,1747858.324,1440761.56,307096.7632,21.31%,,,,,,,,,,,,,,
2025/10/24,300724,240416,60308,25.08%,1470141.447,1200345.74,269795.7072,22.48%,47763.65592,36655.75377,11107.90215,30.30%,1770864.997,1440761.56,330103.4372,22.91%,,,,,,,,,,,,,,
2025/10/25,300724,240416,60308,25.08%,1461998.261,1200345.74,261652.5203,21.80%,47499.09065,36655.75377,10843.33688,29.58%,1762721.811,1440761.56,321960.2503,22.35%,,,,,,,,,,,,,,
2025/10/28,307598,240416,67182,27.94%,1498657.075,1200345.74,298311.335,24.85%,48929.66996,36655.75377,12273.91619,33.48%,1806254.725,1440761.56,365493.165,25.37%,,,,,,,,,,,,,,
2025/10/29,311023,240416,70608,29.37%,1514758.846,1200345.74,314413.106,26.19%,49473.14459,36655.75377,12817.39082,34.97%,1825782.246,1440761.56,385020.686,26.72%,,,,,,,,,,,,,,
2025/10/30,311023,240416,70608,29.37%,1522458.628,1200345.74,322112.8874,26.84%,49680.16615,36655.75377,13024.41238,35.53%,1833482.028,1440761.56,392720.4674,27.26%,,,,,,,,,,,,,,
2025/10/31,311113,240416,70697,29.41%,1472902.335,1200345.74,272556.5945,22.71%,47905.96197,36655.75377,11250.2082,30.69%,1784014.885,1440761.56,343253.3245,23.82%,,,,,,,,,,,,,,
2025/11/01,312135,240416,71719,29.83%,1509301.009,1200345.74,308955.2687,25.74%,49063.01533,36655.75377,12407.26156,33.85%,1821435.709,1440761.56,380674.1487,26.42%,,,,,,,,,,,,,,
2025/11/04,310348,240416,69932,29.09%,1539144.912,1200345.74,338799.1717,28.23%,49787.9573,36655.75377,13132.20353,35.83%,1849492.762,1440761.56,408731.2017,28.37%,,,,,,,,,,,,,,
2025/11/05,309349,240416,68933,28.67%,1475184.334,1200345.74,274838.5933,22.90%,47671.93956,36655.75377,11016.18579,30.05%,1784533.084,1440761.56,343771.5233,23.86%,,,,,,,,,,,,,,
2025/11/06,304367,240416,63951,26.60%,1505131.212,1200345.74,304785.4719,25.39%,48695.40725,36655.75377,12039.65348,32.85%,1809497.962,1440761.56,368736.4019,25.59%,,,,,,,,,,,,,,
2025/11/07,305254,240416,64838,26.97%,1459738.992,1200345.74,259393.2519,21.61%,47098.83788,36655.75377,10443.08411,28.49%,1764993.242,1440761.56,324231.6819,22.50%,,,,,,,,,,,,,,
2025/11/10,302118,240416,61702,25.66%,1438236.159,1200345.74,237890.4184,19.82%,46426.16478,36655.75377,9770.411011,26.65%,1740354.259,1440761.56,299592.6984,20.79%,,,,,,,,,,,,,,
2025/11/11,305747,240416,65331,27.17%,1487170.499,1200345.74,286824.7586,23.90%,48004.21236,36655.75377,11348.45859,30.96%,1792917.299,1440761.56,352155.7386,24.44%,,,,,,,,,,,,,,
2025/11/13,305360,240416,64944,27.01%,1459518.361,1200345.74,259172.6209,21.59%,46967.30387,36655.75377,10311.5501,28.13%,1764878.211,1440761.56,324116.6509,22.50%,,,,,,,,,,,,,,
2025/11/14,303620,240416,63204,26.29%,1395018.332,1200345.74,194672.5919,16.22%,44809.35659,36655.75377,8153.602824,22.24%,1698637.982,1440761.56,257876.4219,17.90%,,,,,,,,,,,,,,
2025/11/15,297698,240416,57282,23.83%,1377910.489,1200345.74,177564.7482,14.79%,45074.68191,36655.75377,8418.928138,22.97%,1675608.439,1440761.56,234846.8782,16.30%,,,,,,,,,,,,,,
2025/11/18,299174,240416,58758,24.44%,1318166.163,1111114.85,207051.3128,18.63%,42264.22272,33937.57377,8326.648951,24.54%,1617340.313,1351530.67,265809.6428,19.67%,,,,,,,,,,,,,,
2025/11/19,291898,240416,51483,21.41%,1297969.582,1111114.85,186854.7316,16.82%,41680.28234,33937.57377,7742.708573,22.81%,1589867.982,1351530.67,238337.3116,17.63%,,,,,,,,,,,,,,
2025/11/20,289886,240416,49470,20.58%,1307924.18,1111114.85,196809.3296,17.71%,41898.2205,33937.57377,7960.646733,23.46%,1597809.68,1351530.67,246279.0096,18.22%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
